ID_REF	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
A_24_P68088	106.58314024345957	8.630289784016759	0.759910726573171	2.4419101323464522e-30	1.0011831542620454e-25	TRUE
A_23_P351203	45.24570392494475	4.493158928378958	0.9358429168794572	2.69021490480688e-7	3.4361000341770115e-5	TRUE
A_24_P927556	4.23370479476473	3.903735424313235	0.7340332232740181	5.987517981599992e-7	7.372019136504494e-5	TRUE
A_24_P676200	38.434586322041966	3.8005895087656008	0.9744295024080016	1.202288863764811e-5	0.0012671939181068703	TRUE
A_23_P369600	82.57605658435517	3.7218568841003243	1.0294742360440405	3.5888326189119626e-5	0.0034621679382444816	TRUE
A_24_P936327	115.86125257366814	3.4012589575439716	1.0696222550185135	1.4881904018260544e-4	0.012961731157833462	TRUE
A_23_P39304	8.741055674824752	3.325387472685894	0.7909337069715597	7.423282845862049e-10	1.833461425785205e-7	TRUE
A_24_P297816	3.0531649763621016	3.2303460884015354	0.6936276787774842	8.330226112877465e-6	9.059397098885307e-4	TRUE
A_32_P341615	9.60811147388343	3.0948694232456475	0.733191457970351	1.0502460438369536e-11	6.855099984584081e-9	TRUE
A_24_P838261	111.5075090902431	3.001871387304659	1.1325830693673924	6.555815050023354e-4	0.04887062128199228	TRUE
A_24_P928949	6.536708917855289	2.968843576414387	0.7357807764115021	1.438839895801212e-9	3.1048650383078785e-7	TRUE
A_23_P65189	7.624689481242745	2.8889763132149446	0.8857695217803314	7.867095113955778e-5	0.007199796867682743	TRUE
A_23_P87528	8.656292948122218	2.7464915085579356	0.740181930546474	7.203591724751673e-11	2.895561379557045e-8	TRUE
A_24_P657226	4.482417465079693	2.64864501988432	0.8527206737294327	2.5514636272390027e-4	0.020880241260838147	TRUE
A_32_P3322	7.16165712219921	2.605183187529876	0.7674384161495048	2.3611922085991935e-9	4.545017866317696e-7	TRUE
A_32_P225659	7.58022165718286	2.5256573264661113	0.7596919259273514	7.184626232988295e-10	1.8002153913458998e-7	TRUE
A_24_P636179	36.22170117884452	2.4962857832556007	1.0916633625520547	4.704438869842777e-5	0.004454549507241429	TRUE
A_24_P222324	15.210392366090336	2.3451781969717227	1.05066765155762	6.168932059400525e-5	0.00576141718531712	TRUE
A_32_P174040	22.985762278200685	2.198290677405753	0.8140307739085665	9.65306243594844e-16	5.653936569626944e-12	TRUE
A_24_P942346	6.499600974933883	2.1480409755280574	0.8181842101294893	1.3195695628680347e-8	2.1384328884422694e-6	TRUE
A_23_P18751	6.091936723129246	2.0717262853532734	0.8040521312270962	1.95973006835288e-8	3.1022753977786905e-6	TRUE
A_32_P441492	12.966602326913893	1.8375762563812135	0.9501518415742766	4.4252902164556775e-11	2.0159655430520307e-8	TRUE
A_24_P870921	5.450575889552696	1.7638655703272752	0.8538488785306756	6.647572056961459e-8	9.463557442202077e-6	TRUE
